?qx_off,",",f1->classname,",",f1->class,",",f1->z,",",f2->Z,",",f2->logbh_hbmd04,",",f2->LOGBH_HBMD04_ER,",",f2->LOGBH_HBVP06,",",f2->LOGBH_HBVP06_ER,",",f2->LOGBH_MGMD04,",",f2->LOGBH_MGMD04_ER,",",f2->LOGBH_MGVO09,",",f2->LOGBH_MGVO09_ER,",",f2->LOGBH_MGS10,",",f2->LOGBH_MGS10_ER,",",f2->LOGBH_CIVVP06,",",f2->LOGBH_CIVVP06_ER,",",f2->LOGBH,",",LOGBH_ERR,",",f2->LOGEDD_RATIO
         0.10 , GB6J104719+582133 , -          , 0.000000 , 1.22220 ,  0.000 , -1.000 ,  0.000 , -1.000 ,  9.456 ,  0.028 ,  9.204 ,  0.083 ,  9.301 ,  0.276 ,  0.000 , -1.000 ,  9.301 ,  0.276 , -0.880
         0.08 , GB6J140214+581803 , -          , 0.000000 , 1.26730 ,  0.000 , -1.000 ,  0.000 , -1.000 ,  9.274 ,  0.014 ,  9.345 ,  0.047 ,  9.473 ,  0.053 ,  0.000 , -1.000 ,  9.473 ,  0.053 , -0.792
         0.07 , GB6J103038+580612 , -          , 0.000000 , 0.50420 ,  9.091 ,  0.050 ,  9.059 ,  0.197 ,  8.115 ,  0.294 ,  8.009 ,  0.661 ,  7.898 ,  0.657 ,  0.000 , -1.000 ,  9.059 ,  0.197 , -1.305
         0.03 , GB6J154038+580351 , -          , 0.000000 , 1.25000 ,  0.000 , -1.000 ,  0.000 , -1.000 ,  9.452 ,  0.042 ,  8.108 ,  0.081 ,  9.616 ,  0.329 ,  0.000 , -1.000 ,  9.616 ,  0.329 , -1.438
         0.07 , GB6J085440+575730 , QSO        , 1.322000 , 1.31780 ,  0.000 , -1.000 ,  0.000 , -1.000 ,  9.291 ,  0.011 ,  9.343 ,  0.051 ,  9.462 ,  0.051 ,  0.000 , -1.000 ,  9.462 ,  0.051 , -0.858
         0.07 , GB6J134358+575455 , QSO        , 0.933000 , 0.93280 ,  0.000 , -1.000 ,  0.000 , -1.000 ,  8.647 ,  0.031 ,  8.463 ,  0.057 ,  8.573 ,  0.151 ,  0.000 , -1.000 ,  8.573 ,  0.151 , -0.557
         0.11 , GB6J095623+575348 , -          , 0.000000 , 1.77410 ,  0.000 , -1.000 ,  0.000 , -1.000 ,  9.505 ,  0.078 ,  8.545 ,  0.146 ,  8.613 ,  0.328 ,  9.140 ,  0.149 ,  8.613 ,  0.328 , -0.431
         0.28 , GB6J145755+574445 , -          , 0.000000 , 2.12870 ,  0.000 , -1.000 ,  0.000 , -1.000 , 10.083 ,  0.192 ,  8.174 ,  0.380 , 10.318 ,  0.346 ,  8.765 ,  0.114 ,  8.765 ,  0.114 , -0.224
         0.09 , GB6J110726+574142 , -          , 3.035742 , 3.03040 ,  0.000 , -1.000 ,  0.000 , -1.000 ,  0.000 , -1.000 ,  0.000 , -1.000 ,  0.000 , -1.000 ,  8.638 ,  0.049 ,  8.638 ,  0.049 ,  0.188
         0.07 , GB6J152303+572201 , -          , 0.000000 , 1.73910 ,  0.000 , -1.000 ,  0.000 , -1.000 ,  9.182 ,  0.032 ,  9.225 ,  0.070 ,  9.417 ,  0.073 ,  9.280 ,  0.065 ,  9.417 ,  0.073 , -0.396
         0.02 , GB6J081100+571414 , QSO        , 0.611000 , 0.61090 ,  8.959 ,  0.014 ,  8.912 ,  0.060 ,  8.930 ,  0.011 ,  8.769 ,  0.045 ,  9.033 ,  0.085 ,  0.000 , -1.000 ,  8.912 ,  0.060 , -0.748
         0.03 , GB6J151002+570256 , QSO        , 4.313240 , 4.30870 ,  0.000 , -1.000 ,  0.000 , -1.000 ,  0.000 , -1.000 ,  0.000 , -1.000 ,  0.000 , -1.000 ,  8.517 ,  0.388 ,  8.517 ,  0.388 ,  0.467
         0.06 , GB6J100327+565839 , -          , 0.000000 , 0.88430 ,  8.239 ,  0.228 ,  7.716 ,  0.531 ,  8.082 ,  0.046 ,  8.184 ,  0.133 ,  8.295 ,  0.155 ,  0.000 , -1.000 ,  8.295 ,  0.155 , -1.093
         0.07 , GB6J100811+565723 , -          , 0.000000 , 1.88640 ,  0.000 , -1.000 ,  0.000 , -1.000 ,  9.489 ,  0.066 ,  8.912 ,  0.177 ,  9.004 ,  0.483 ,  8.640 ,  0.071 ,  9.004 ,  0.483 , -0.622
