classname	gbflux	psfmagr	flag_class	z	RA	DEC	bii
GB6J010728+033338	49	20.817	0	0.000000	16.869052	3.563504	-59.0650
GB6J010743+255840	113	19.343	0	0.000000	16.937174	25.978889	-36.7479
GB6J010746+131159	215	18.734	1	0.760290	16.941502	13.201443	-49.4761
GB6J010748+261107	344	21.332	1	0.522000	16.949510	26.185736	-36.5408
GB6J010749+072303	36	22.499	0	0.000000	16.943867	7.374115	-55.2715
GB6J010803+265957	160	20.229	0	0.000000	17.014693	27.000544	-35.7239
GB6J010805+083332	46	24.751	0	0.000000	17.021806	8.552561	-54.0918
GB6J010838+013516	4180	18.089	1	2.099000	17.161547	1.583422	-60.9908
GB6J010838+140428	132	19.006	1	1.700490	17.161784	14.074593	-48.5860
GB6J010907+181555	69	16.917	6	1.038340	17.284071	18.268746	-44.4006
GB6J010915+240046	33	19.302	0	0.000000	17.311127	24.009575	-38.6819
GB6J010927+075811	83	19.817	0	0.000000	17.364260	7.974366	-54.6270
GB6J010927+243321	42	21.284	0	0.000000	17.360775	24.554375	-38.1353
GB6J011010+290638	58	22.520	0	0.000000	17.541992	29.108278	-33.5848
GB6J011032+071455	168	19.601	0	0.000000	17.637581	7.245071	-55.3165
GB6J011038+253639	42	19.153	0	0.000000	17.662071	25.609089	-37.0601
GB6J011107+201258	60	20.406	1	0.443600	17.780383	20.210609	-42.4217
GB6J011114+171320	99	19.513	1	2.198530	17.810072	17.224611	-45.3878
GB6J011124+344206	37	18.952	0	0.000000	17.853588	34.698505	-27.9928
GB6J011130+003401	41	18.714	1	1.321420	17.874782	0.575388	-61.8793
GB6J011145+110002	59	20.427	1	1.084610	17.939190	11.005818	-51.5487
GB6J011155+315525	76	23.049	0	0.000000	17.977610	31.925194	-30.7456
GB6J011205+224448	304	14.758	6	0.265000	18.024252	22.744110	-39.8784
GB6J011208+202021	281	17.242	1	0.746000	18.042446	20.339386	-42.2676
GB6J011212+174335	58	21.397	1	3.345880	18.047385	17.727432	-44.8629
GB6J011212+352221	364	18.365	1	0.450000	18.053944	35.372040	-27.3074
GB6J011248+170901	100	17.789	0	0.000000	18.204269	17.158669	-45.4105
GB6J011250+320832	415	16.447	1	0.603000	18.209700	32.138210	-30.5149
GB6J011259+152911	261	17.737	4	0.043850	18.248223	15.491323	-47.0606
GB6J011310+021705	38	16.650	0	0.000000	18.289996	2.287952	-60.1215
GB6J011321+274450	71	19.480	0	0.000000	18.322197	27.750370	-34.8712
GB6J011322+251901	46	19.167	0	0.000000	18.344552	25.314808	-37.2912
GB6J011323+133510	52	20.023	1	0.191820	18.342960	13.584873	-48.9403
GB6J011343+022233	608	16.817	4	0.047000	18.429771	2.371478	-60.0153
GB6J011355+132505	150	18.807	1	0.685000	18.477125	13.414579	-49.0920
GB6J011406+020823	187	22.987	0	0.000000	18.532730	2.135941	-60.2292
GB6J011406+110841	44	20.556	0	0.000000	18.538129	11.130619	-51.3463
GB6J011428+262205	36	21.718	4	0.618410	18.621953	26.364304	-36.2207
GB6J011453+081312	30	19.720	0	0.000000	18.720984	8.216891	-54.2012
GB6J011453+132551	58	17.446	6	0.000000	18.719905	13.427094	-49.0476
GB6J011509+241021	39	22.204	0	0.000000	18.792039	24.170649	-38.3825
GB6J011512+132449	76	16.791	0	0.000000	18.796116	13.412896	-49.0513
GB6J011514+170746	65	18.664	0	0.000000	18.802693	17.128038	-45.3696
GB6J011527+183047	34	19.002	0	0.000000	18.860750	18.512310	-43.9899
GB6J011544+252002	32	17.323	6	0.375610	18.942273	25.331501	-37.2137
GB6J011547+175709	33	21.042	0	0.000000	18.935772	17.948221	-44.5399
GB6J011633+180954	37	20.397	0	0.000000	19.144702	18.165756	-44.2977
GB6J011635+242237	466	23.389	0	0.000000	19.158602	24.381590	-38.1328
GB6J011636+290406	68	18.693	1	3.284584	19.154665	29.069879	-33.4790
GB6J011646+060424	47	21.200	1	0.407930	19.202324	6.081684	-56.2275
GB6J011654+290716	69	20.479	0	0.000000	19.223789	29.122169	-33.4200
GB6J011702+141312	59	21.497	1	2.222700	19.262003	14.221499	-48.1857
GB6J011725+141802	250	21.217	1	0.839000	19.355013	14.303452	-48.0912
GB6J011727+074152	866	23.764	0	0.000000	19.361663	7.696311	-54.6102
GB6J011728+233452	47	17.688	0	0.000000	19.373597	23.575436	-38.9075
GB6J011733+295605	134	18.416	0	0.000000	19.390692	29.931845	-32.5988
GB6J011737+323010	37	20.690	0	0.000000	19.411005	32.503185	-30.0436
GB6J011824+091622	59	20.726	0	0.000000	19.600315	9.277590	-53.0120
GB6J011836+211742	48	20.742	0	0.000000	19.648688	21.295490	-41.1324
GB6J011838+264646	49	21.906	0	0.000000	19.663809	26.780760	-35.6952
GB6J011842+200520	36	20.859	0	0.000000	19.680169	20.091766	-42.3199
GB6J011853+045552	37	19.559	4	0.316560	19.712688	4.926732	-57.2674
GB6J011853+124101	31	19.970	0	0.000000	19.730167	12.672222	-49.6446
GB6J011920+385253	69	17.699	4	0.103000	19.833807	38.884884	-23.6658
GB6J011935+321048	1609	17.372	0	0.000000	19.895831	32.180557	-30.3139
GB6J011938+210925	41	21.755	0	0.000000	19.908552	21.158325	-41.2337
GB6J011949+405416	45	20.859	0	0.000000	19.949627	40.905163	-21.6491
GB6J012005+233029	34	19.497	0	0.000000	20.025720	23.510834	-38.8900
GB6J012007+285900	30	17.438	0	0.000000	20.029153	28.974058	-33.4785
GB6J012017+120318	69	17.802	0	0.000000	20.070952	12.057317	-50.1942
GB6J012018+405314	83	23.156	0	0.000000	20.080204	40.891403	-21.6510
GB6J012019+344823	41	22.718	0	0.000000	20.079970	34.806908	-27.6892
GB6J012056+115610	37	19.843	0	0.000000	20.243830	11.934013	-50.2857
GB6J012126+034646	51	18.660	1	4.130000	20.358950	3.785208	-58.2495
GB6J012129+112702	194	17.235	1	2.487000	20.370834	11.450147	-50.7389
GB6J012140+114942	1126	19.229	1	0.570000	20.423314	11.830671	-50.3554
GB6J012202+030951	96	20.827	1	4.000000	20.507961	3.167342	-58.8181
GB6J012231+073426	31	21.156	0	0.000000	20.647048	7.577064	-54.4841
GB6J012238+250238	764	19.069	1	2.025000	20.661719	25.042160	-37.2900
GB6J012240+253621	99	21.636	0	0.000000	20.669880	25.604156	-36.7334
GB6J012245+140308	63	18.858	1	1.589170	20.690650	14.050925	-48.1249
GB6J012245+295418	154	19.093	0	0.000000	20.689282	29.903501	-32.4784
GB6J012248+365330	114	20.174	0	0.000000	20.700143	36.889961	-25.5584
GB6J012301+332924	38	19.956	0	0.000000	20.752866	33.485260	-28.9251
GB6J012302+304408	185	19.824	0	0.000000	20.759493	30.735235	-31.6466
GB6J012309+342059	36	18.144	6	0.272000	20.785990	34.346848	-28.0680
GB6J012314+310227	39	21.882	0	0.000000	20.801516	31.038464	-31.3413
GB6J012323+223957	37	22.108	0	0.000000	20.852862	22.668995	-39.6068
GB6J012329+380650	40	17.731	0	0.000000	20.870302	38.110207	-24.3311
GB6J012343+103936	84	19.613	4	0.320920	20.933726	10.661297	-51.4070
GB6J012343+261521	255	18.918	1	0.849000	20.929345	26.256226	-36.0534
GB6J012400+165334	52	21.634	0	0.000000	20.993722	16.890339	-45.2794
GB6J012408+070731	47	20.768	0	0.000000	21.039762	7.122733	-54.8447
GB6J012425+045921	52	19.953	1	1.527840	21.108981	4.989576	-56.9066
GB6J012436+211706	65	17.031	0	0.000000	21.156110	21.283051	-40.9272
GB6J012447+320730	171	16.859	0	0.000000	21.199014	32.124249	-30.2176
GB6J012455+280506	248	18.433	1	0.710000	21.232819	28.086487	-34.2034
GB6J012505+045742	85	21.123	0	0.000000	21.272943	4.960814	-56.8960
GB6J012519+273846	59	18.826	0	0.000000	21.330149	27.650879	-34.6199
GB6J012523+172313	47	19.970	0	0.000000	21.351364	17.394102	-44.7218
GB6J012532+235106	47	20.948	0	0.000000	21.392847	23.852604	-38.3577
GB6J012539+234049	87	23.618	0	0.000000	21.413147	23.678078	-38.5266
GB6J012542+270434	122	19.176	0	0.000000	21.438544	27.065493	-35.1822
GB6J012604+121458	34	20.245	0	0.000000	21.519746	12.245147	-49.7393
GB6J012609+344627	60	21.096	0	0.000000	21.544517	34.777248	-27.5514
GB6J012642+255902	1303	18.128	1	2.358000	21.678293	25.983686	-36.2135
GB6J012649+092937	41	19.624	0	0.000000	21.705825	9.495723	-52.3846
GB6J012654+124550	91	20.158	0	0.000000	21.728119	12.763925	-49.1895
GB6J012723+015817	194	22.244	0	0.000000	21.845345	1.973483	-59.6371
GB6J012727+331403	54	21.723	0	0.000000	21.866960	33.231766	-29.0366
GB6J012752+330539	109	21.599	0	0.000000	21.973466	33.093662	-29.1586
GB6J012813+400323	47	19.407	0	0.000000	22.056826	40.058300	-22.2701
GB6J012815+044401	38	17.465	0	0.000000	22.060928	4.725932	-56.9275
GB6J012821+112019	44	23.103	0	0.000000	22.093157	11.335975	-50.5058
GB6J012823+202655	37	19.073	0	0.000000	22.107258	20.449049	-41.5870
GB6J012837+312444	56	17.144	0	0.000000	22.152679	31.413437	-30.7910
GB6J012848+243145	39	19.329	4	0.164540	22.203709	24.531172	-37.5599
GB6J012856+095457	56	18.995	0	0.000000	22.235350	9.917485	-51.8543
GB6J012921+310303	74	19.482	1	3.563070	22.341042	31.049593	-31.1224
GB6J012929+055057	33	19.357	0	0.000000	22.372937	5.852803	-55.7586
GB6J012955+144645	570	19.592	1	1.630540	22.480618	14.779956	-47.0637
GB6J012958+080020	67	21.008	0	0.000000	22.487694	8.005936	-53.6481
GB6J012958+404403	38	20.742	0	0.000000	22.497085	40.734161	-21.5500
GB6J013000+304937	40	23.740	0	0.000000	22.507162	30.824491	-31.3194
GB6J013027+084237	188	20.538	1	0.725000	22.615147	8.712833	-52.9322
GB6J013031+184328	107	19.756	0	0.000000	22.627689	18.722736	-43.1811
GB6J013123+315541	58	18.833	4	0.159740	22.843217	31.923654	-30.1869
GB6J013128+011002	51	17.276	4	0.077940	22.865065	1.163079	-60.1136
GB6J013204+083833	42	21.859	0	0.000000	23.020393	8.638455	-52.9018
GB6J013223+003551	74	21.820	0	0.000000	23.099844	0.594789	-60.5786
GB6J013301+163055	32	20.912	4	0.425130	23.262137	16.505083	-45.2141
GB6J013328+173402	61	18.557	0	0.000000	23.369894	17.565050	-44.1585
GB6J013336+200638	204	22.217	0	0.000000	23.407141	20.100130	-41.6789
GB6J013336+282713	45	18.213	0	0.000000	23.413149	28.448946	-33.5083
GB6J013352+220127	62	22.069	1	1.455920	23.469114	22.023714	-39.7881
GB6J013414+271546	32	22.113	0	0.000000	23.559696	27.266085	-34.6420
GB6J013417+142948	47	21.258	0	0.000000	23.565336	14.485908	-47.1077
GB6J013449+080038	112	19.035	4	0.215850	23.705110	8.013302	-53.3206
GB6J013502+103634	47	21.071	0	0.000000	23.760029	10.613295	-50.8047
GB6J013509+004251	87	23.672	0	0.000000	23.795635	0.719129	-60.2308
GB6J013553+215810	115	20.440	0	0.000000	23.972894	21.971153	-39.7375
GB6J013606+330431	33	21.134	0	0.000000	24.032881	33.075417	-28.8673
GB6J013627+103917	34	22.442	0	0.000000	24.108833	10.663334	-50.6639
GB6J013630+202846	33	20.727	1	0.558140	24.134107	20.471489	-41.1638
GB6J013708+131511	37	17.834	4	0.120140	24.276215	13.247073	-48.1312
GB6J013708+312232	447	21.044	1	1.716000	24.286387	31.376604	-30.4884
GB6J013716+214549	194	19.196	0	0.000000	24.315098	21.762303	-39.8689
GB6J013724+084330	122	20.529	1	2.341750	24.352015	8.727278	-52.4535
GB6J013751+092315	112	18.258	0	0.000000	24.462896	9.388655	-51.7888
GB6J013800+224809	36	18.695	0	0.000000	24.504772	22.802381	-38.8164
GB6J013829+122715	32	21.002	1	2.950650	24.613812	12.454595	-48.8057
GB6J013835+292202	193	20.014	0	0.000000	24.647180	29.367928	-32.3870
GB6J013909+271829	194	17.946	0	0.000000	24.789460	27.307007	-34.3705
GB6J013942+175253	301	18.715	1	2.719940	24.924913	17.885429	-43.4900
GB6J013944+243121	81	18.352	0	0.000000	24.936468	24.522394	-37.0516
GB6J013945+303040	36	21.450	0	0.000000	24.936710	30.510746	-31.2170
GB6J013955+230714	46	16.864	0	0.000000	24.984775	23.121283	-38.4027
GB6J014004+324737	59	22.564	0	0.000000	25.021357	32.792141	-28.9739
GB6J014014+144634	33	20.488	1	2.225840	25.080414	14.773940	-46.4509
GB6J014052+074831	40	21.423	0	0.000000	25.217008	7.821003	-53.0567
GB6J014122+331847	117	18.793	0	0.000000	25.345365	33.308357	-28.4111
GB6J014127+091940	161	21.041	4	0.472840	25.366778	9.324292	-51.5828
GB6J014128+302931	59	20.283	0	0.000000	25.368170	30.499020	-31.1461
GB6J014155+130312	40	18.775	4	0.198520	25.480500	13.048333	-47.9970
GB6J014227+264629	62	20.277	1	0.673890	25.617077	26.778206	-34.7147
GB6J014234+215735	139	19.209	0	0.000000	25.647678	21.958979	-39.3780
GB6J014238+192050	31	19.114	0	0.000000	25.658024	19.348482	-41.8964
GB6J014248+272750	46	17.960	0	0.000000	25.705396	27.464966	-34.0290
GB6J014301+283352	70	18.921	0	0.000000	25.751803	28.560413	-32.9552
GB6J014308+125917	30	21.317	4	0.198600	25.796042	12.977528	-47.9742
GB6J014327+250118	40	18.865	4	0.193220	25.876134	25.022602	-36.3604
GB6J014332+121539	200	18.501	0	0.000000	25.879557	12.261933	-48.6322
GB6J014335+263917	69	17.497	0	0.000000	25.904758	26.659050	-34.7681
GB6J014340+334557	31	21.785	0	0.000000	25.914563	33.762531	-27.8625
GB6J014433+270516	263	19.529	6	0.000000	26.139804	27.084206	-34.3045
GB6J014452+024522	52	20.797	0	0.000000	26.222450	2.754740	-57.4557
GB6J014458+125949	98	21.868	0	0.000000	26.246812	12.996978	-47.8229
GB6J014548+171018	35	22.054	0	0.000000	26.445292	17.170694	-43.7817
GB6J014552+090959	50	19.553	0	0.000000	26.465580	9.165548	-51.3829
GB6J014553+231915	245	21.079	0	0.000000	26.470444	23.322019	-37.8644
GB6J014615+022206	104	19.740	0	0.000000	26.560625	2.368995	-57.6800
GB6J014619+163105	63	18.110	0	0.000000	26.579311	16.515369	-44.3709
GB6J014620+254212	66	21.047	0	0.000000	26.582912	25.708370	-35.5348
GB6J014736+190335	32	18.574	0	0.000000	26.896196	19.056684	-41.8524
GB6J014749+061910	83	18.974	0	0.000000	26.959305	6.320629	-53.8745
GB6J014753+211549	238	17.528	0	0.000000	26.974266	21.261040	-39.7191
GB6J014753+331439	46	21.664	0	0.000000	26.979322	33.244434	-28.1556
GB6J014758+064153	110	22.474	0	0.000000	26.991354	6.697568	-53.5121
GB6J014833+012858	133	19.581	6	0.000000	27.140810	1.483728	-58.2539
GB6J014836+225858	118	21.222	0	0.000000	27.154302	22.978661	-38.0237
GB6J014913+294230	33	18.445	0	0.000000	27.301773	29.708237	-31.5069
GB6J014917+050605	39	22.933	0	0.000000	27.318626	5.102610	-54.8679
GB6J014917+203036	45	19.024	0	0.000000	27.326065	20.508139	-40.3461
GB6J014923+055554	1473	20.970	1	2.345000	27.343215	5.931548	-54.0928
GB6J014933+143937	40	21.209	0	0.000000	27.385137	14.652221	-45.9044
GB6J014944+220628	32	19.243	0	0.000000	27.429124	22.115736	-38.7795
GB6J014949+185705	330	20.676	1	0.584000	27.457164	18.955721	-41.7922
GB6J014950+312842	35	19.461	0	0.000000	27.459927	31.483147	-29.7575
GB6J015002+205937	45	20.846	0	0.000000	27.511323	20.994717	-39.8301
GB6J015002+264629	64	20.135	0	0.000000	27.511691	26.774471	-34.2855
GB6J015003+032115	47	20.076	0	0.000000	27.516865	3.365275	-56.3846
GB6J015018+122120	34	22.335	0	0.000000	27.575964	12.356810	-48.0107
GB6J015022+271744	91	20.256	0	0.000000	27.594425	27.297968	-33.7617
GB6J015023+212359	107	20.497	0	0.000000	27.595872	21.399004	-39.4205
GB6J015051+025047	49	20.259	0	0.000000	27.718867	2.852428	-56.7689
GB6J015101+054041	159	19.832	0	0.000000	27.757673	5.676114	-54.1696
GB6J015105+251722	234	20.843	1	3.100281	27.775975	25.291288	-35.6448
GB6J015127+274437	995	20.700	1	1.260000	27.863106	27.744934	-33.2666
GB6J015132+290734	36	20.805	0	0.000000	27.888277	29.127300	-31.9310
GB6J015134+164610	102	18.107	0	0.000000	27.896124	16.769091	-43.7415
GB6J015155+075328	34	23.426	0	0.000000	27.989083	7.898472	-52.0295
GB6J015206+121746	55	21.257	1	2.611810	28.027843	12.293703	-47.9187
GB6J015215+083140	164	20.532	0	0.000000	28.062092	8.528284	-51.4187
GB6J015217+220658	1073	18.900	1	1.320000	28.075249	22.118807	-38.6011
GB6J015217+224231	52	19.873	1	2.421270	28.072470	22.712057	-38.0355
GB6J015233+281337	33	20.246	0	0.000000	28.134364	28.222525	-32.7413
GB6J015235+335037	611	18.230	1	2.407160	28.144065	33.842544	-27.3296
GB6J015239+014653	51	16.430	4	0.080000	28.165049	1.788163	-57.5409
GB6J015242+002052	138	20.700	1	0.577910	28.179787	0.344371	-58.8266
GB6J015312+061219	33	18.148	4	0.163630	28.305667	6.203417	-53.4701
GB6J015343+140016	37	22.764	0	0.000000	28.429636	14.005395	-46.1774
GB6J015358+111338	184	18.550	0	0.000000	28.501686	11.231883	-48.7461
GB6J015402+082343	201	17.122	6	0.000000	28.511545	8.397522	-51.3710
GB6J015430+131401	35	23.268	0	0.000000	28.635384	13.227907	-46.8360
GB6J015449+051235	30	18.712	0	0.000000	28.707500	5.210428	-54.2144
GB6J015504+043824	318	18.374	1	1.132000	28.765526	4.641763	-54.7066
GB6J015534+092855	34	19.751	0	0.000000	28.886084	9.484916	-50.2249
GB6J015557+223011	301	20.328	1	1.456000	28.995568	22.503294	-37.9743
GB6J015604+042657	34	21.740	0	0.000000	29.017843	4.442312	-54.7800
GB6J015613+221627	30	20.068	0	0.000000	29.054317	22.279625	-38.1695
GB6J015630+175421	51	19.121	0	0.000000	29.131990	17.902224	-42.2838
GB6J015643+073050	54	18.950	0	0.000000	29.174603	7.514902	-51.9225
GB6J015651+320914	69	20.694	0	0.000000	29.222419	32.161083	-28.6976
GB6J015659+143358	40	20.813	0	0.000000	29.250032	14.569713	-45.3698
GB6J015700+085412	90	19.852	0	0.000000	29.253334	8.901058	-50.6212
GB6J015726+053256	40	22.470	0	0.000000	29.365938	5.553022	-53.6277
GB6J015751+265615	49	21.226	0	0.000000	29.466108	26.936531	-33.6264
GB6J015824+131208	50	20.468	1	1.145950	29.599912	13.206722	-46.5148
GB6J015855+130705	272	18.908	1	1.891680	29.734476	13.117425	-46.5486
GB6J015923+310648	190	18.348	1	2.249550	29.851059	31.113289	-29.5431
GB6J015934+104700	45	17.455	6	0.195000	29.893305	10.784935	-48.6415
GB6J015937+280723	32	22.260	0	0.000000	29.885655	28.114426	-32.3912
GB6J020008+224407	32	18.153	0	0.000000	30.033385	22.731691	-37.4492
GB6J020020+252401	157	18.108	0	0.000000	30.085999	25.398525	-34.9125
GB6J020024+045434	34	22.642	0	0.000000	30.097132	4.904775	-53.8926
GB6J020040+032250	228	19.163	1	1.580970	30.170070	3.380416	-55.2162
GB6J020110+205839	31	21.884	0	0.000000	30.293080	20.970688	-39.0259
GB6J020114+095459	93	18.695	0	0.000000	30.314577	9.915112	-49.2715
GB6J020115+051819	87	18.008	4	0.218770	30.311776	5.298308	-53.4449
GB6J020151+034307	312	21.833	0	0.000000	30.464623	3.719237	-54.7795
GB6J020153+062928	50	20.764	0	0.000000	30.485042	6.507111	-52.2854
GB6J020240+223528	69	21.916	0	0.000000	30.670956	22.582888	-37.3911
GB6J020307+282227	55	21.620	0	0.000000	30.783970	28.373772	-31.8953
GB6J020310+263246	77	19.577	1	3.351531	30.793798	26.545307	-33.6211
GB6J020324+125203	35	20.155	0	0.000000	30.860091	12.864456	-46.3572
GB6J020355+023602	177	18.300	0	0.000000	30.978380	2.598644	-55.5188
GB6J020421+241749	111	18.229	0	0.000000	31.089778	24.297424	-35.6487
GB6J020422+143439	33	22.907	0	0.000000	31.096530	14.574345	-44.6957
GB6J020425+315339	58	20.533	0	0.000000	31.111372	31.892458	-28.4708
GB6J020438+264115	58	20.335	0	0.000000	31.157931	26.685814	-33.3806
GB6J020448+112800	31	20.640	0	0.000000	31.204001	11.474789	-47.4903
GB6J020504+321229	934	17.861	1	1.466000	31.270527	32.208359	-28.1284
GB6J020511+295209	148	22.074	0	0.000000	31.295500	29.868029	-30.3369
GB6J020512+144435	375	21.848	1	2.850000	31.304659	14.742331	-44.4621
GB6J020521+241624	243	19.279	1	2.450530	31.338848	24.275786	-35.5908
GB6J020528+040328	42	19.729	4	0.354360	31.372511	4.055987	-54.0535
GB6J020547+121401	59	21.249	0	0.000000	31.443969	12.237671	-46.6986
GB6J020551+105249	62	22.751	0	0.000000	31.464668	10.880567	-47.9226
GB6J020551+163924	31	19.677	0	0.000000	31.462809	16.656847	-42.6399
GB6J020616+020012	33	21.204	4	0.525880	31.564042	2.007278	-55.7402
GB6J020620+112926	52	18.922	0	0.000000	31.581180	11.486327	-47.3253
GB6J020702+052507	40	22.720	0	0.000000	31.755209	5.427413	-52.6667
GB6J020712+012923	76	20.096	0	0.000000	31.802033	1.487632	-56.0646
GB6J020734+315158	429	18.658	0	0.000000	31.895793	31.868464	-28.2781
GB6J020742+173428	37	20.067	0	0.000000	31.930178	17.571134	-41.6240
GB6J020757+155542	51	21.129	0	0.000000	31.986086	15.929998	-43.1111
GB6J020759+173726	34	18.524	0	0.000000	31.992452	17.625408	-41.5509
GB6J020819+183640	39	17.337	0	0.000000	32.083976	18.607330	-40.6121
GB6J020832+201926	33	19.619	0	0.000000	32.136004	20.322649	-39.0082
GB6J020908+293250	319	19.287	0	0.000000	32.286022	29.546045	-30.3524
GB6J020913+185047	48	22.533	0	0.000000	32.307186	18.849506	-40.3070
GB6J020916+181420	41	19.758	0	0.000000	32.315601	18.242283	-40.8629
GB6J020936+135156	362	20.100	1	0.631000	32.399994	13.866873	-44.8295
GB6J020943+150210	46	16.280	0	0.000000	32.424932	15.038234	-43.7544
GB6J020945+125458	53	21.070	0	0.000000	32.435700	12.915847	-45.6765
GB6J020958+171957	31	20.474	0	0.000000	32.485485	17.338839	-41.6285
GB6J021045+192144	37	20.050	0	0.000000	32.689498	19.362387	-39.6937
GB6J021047+134323	70	19.769	0	0.000000	32.699415	13.719920	-44.8397
GB6J021057+224958	58	19.459	0	0.000000	32.734738	22.832134	-36.4740
GB6J021058+070638	38	21.774	0	0.000000	32.734573	7.116585	-50.7178
GB6J021125+312204	37	17.573	0	0.000000	32.852748	31.367603	-28.4741
GB6J021126+061641	61	19.397	0	0.000000	32.858158	6.273704	-51.3966
GB6J021223+213813	37	20.201	0	0.000000	33.095691	21.635759	-37.4520
GB6J021224+010112	51	18.710	1	0.512630	33.106524	1.015592	-55.7695
GB6J021252+224445	61	16.983	6	0.459000	33.220149	22.747843	-36.3817
GB6J021303+003809	62	20.409	1	5.469120	33.265736	0.636632	-55.9979
GB6J021304+121310	182	20.858	6	0.000000	33.271601	12.219695	-45.9465
